R^2,y_0,A,w,theta_0
0.9999000180425959,-0.0007626989952614475 ± 4.85609018853262e-05,0.3169717965492976 ± 0.0002952279509676631,1.0022508752796009 ± 0.0011131946178852142,-0.17136481695926734 ± 0.001431942438229195
